#version: ${plugin.version}
#If you change this file it will not be automatically updated after the next release.,
#item,material
Whitemdisc,music_disc_strad
Whitemcd,music_disc_strad
stradmRecord,music_disc_strad
stradmdisk,music_disc_strad
stradmdisc,music_disc_strad
stradmcd,music_disc_strad
whmRecord,music_disc_strad
whmdisk,music_disc_strad
whmdisc,music_disc_strad
whmcd,music_disc_strad
WhiteRecord,music_disc_strad
Whitedisk,music_disc_strad
Whitedisc,music_disc_strad
Whitecd,music_disc_strad
stradRecord,music_disc_strad
straddisk,music_disc_strad
stradcd,music_disc_strad
whRecord,music_disc_strad
whdisk,music_disc_strad
whdisc,music_disc_strad
whcd,music_disc_strad
Record9,music_disc_strad
disk9,music_disc_strad
disc9,music_disc_strad
cd9,music_disc_strad
9Record,music_disc_strad
9disk,music_disc_strad
9disc,music_disc_strad
9cd,music_disc_strad
warddisc,music_disc_ward
DarkGreenMusicRecord,music_disc_ward
DarkGreenMusicDisk,music_disc_ward
DarkGreenMusicDisc,music_disc_ward
DarkGreenMusicCD,music_disc_ward
dGreenMusicRecord,music_disc_ward
dGreenMusicDisk,music_disc_ward
dGreenMusicDisc,music_disc_ward
dGreenMusicCD,music_disc_ward
DarkgrMusicRecord,music_disc_ward
DarkgrMusicDisk,music_disc_ward
DarkgrMusicDisc,music_disc_ward
DarkgrMusicCD,music_disc_ward
wardMusicRecord,music_disc_ward
wardMusicDisk,music_disc_ward
wardMusicDisc,music_disc_ward
wardMusicCD,music_disc_ward
dgrMusicRecord,music_disc_ward
dgrMusicDisk,music_disc_ward
dgrMusicDisc,music_disc_ward
dgrMusicCD,music_disc_ward
DarkGreenmRecord,music_disc_ward
DarkGreenmdisk,music_disc_ward
DarkGreenmdisc,music_disc_ward
DarkGreenmcd,music_disc_ward
dGreenmRecord,music_disc_ward
dGreenmdisk,music_disc_ward
dGreenmdisc,music_disc_ward
dGreenmcd,music_disc_ward
DarkgrmRecord,music_disc_ward
Darkgrmdisk,music_disc_ward
Darkgrmdisc,music_disc_ward
Darkgrmcd,music_disc_ward
wardmRecord,music_disc_ward
wardmdisk,music_disc_ward
wardmdisc,music_disc_ward
wardmcd,music_disc_ward
dgrmRecord,music_disc_ward
dgrmdisk,music_disc_ward
dgrmdisc,music_disc_ward
dgrmcd,music_disc_ward
DarkGreenRecord,music_disc_ward
DarkGreendisk,music_disc_ward
DarkGreendisc,music_disc_ward
DarkGreencd,music_disc_ward
dGreenRecord,music_disc_ward
dGreendisk,music_disc_ward
dGreendisc,music_disc_ward
dGreencd,music_disc_ward
DarkgrRecord,music_disc_ward
Darkgrdisk,music_disc_ward
Darkgrdisc,music_disc_ward
Darkgrcd,music_disc_ward
wardRecord,music_disc_ward
warddisk,music_disc_ward
wardcd,music_disc_ward
dgrRecord,music_disc_ward
dgrdisk,music_disc_ward
dgrdisc,music_disc_ward
dgrcd,music_disc_ward
Record10,music_disc_ward
disk10,music_disc_ward
disc10,music_disc_ward
cd10,music_disc_ward
10Record,music_disc_ward
10disk,music_disc_ward
10disc,music_disc_ward
10cd,music_disc_ward
11disc,music_disc_11
crackedMusicRecord,music_disc_11
crackedMusicDisk,music_disc_11
crackedMusicDisc,music_disc_11
crackedMusicCD,music_disc_11
crackMusicRecord,music_disc_11
crackMusicDisk,music_disc_11
crackMusicDisc,music_disc_11
crackMusicCD,music_disc_11
11MusicRecord,music_disc_11
11MusicDisk,music_disc_11
11MusicDisc,music_disc_11
11MusicCD,music_disc_11
cMusicRecord,music_disc_11
cMusicDisk,music_disc_11
cMusicDisc,music_disc_11
cMusicCD,music_disc_11
crackedmRecord,music_disc_11
crackedmdisk,music_disc_11
crackedmdisc,music_disc_11
crackedmcd,music_disc_11
crackmRecord,music_disc_11
crackmdisk,music_disc_11
crackmdisc,music_disc_11
crackmcd,music_disc_11
11mRecord,music_disc_11
11mdisk,music_disc_11
11mdisc,music_disc_11
11mcd,music_disc_11
cmRecord,music_disc_11
cmdisk,music_disc_11
cmdisc,music_disc_11
cmcd,music_disc_11
crackedRecord,music_disc_11
crackeddisk,music_disc_11
crackeddisc,music_disc_11
crackedcd,music_disc_11
crackRecord,music_disc_11
crackdisk,music_disc_11
crackdisc,music_disc_11
crackcd,music_disc_11
cRecord,music_disc_11
cdisk,music_disc_11
cdisc,music_disc_11
ccd,music_disc_11
Record11,music_disc_11
disk11,music_disc_11
disc11,music_disc_11
cd11,music_disc_11
11Record,music_disc_11
11disk,music_disc_11
11cd,music_disc_11
waitdisc,music_disc_wait
waitMusicRecord,music_disc_wait
waitMusicDisk,music_disc_wait
waitMusicDisc,music_disc_wait
waitMusicCD,music_disc_wait
BlueMusicRecord,music_disc_wait
BlueMusicDisk,music_disc_wait
BlueMusicDisc,music_disc_wait
BlueMusicCD,music_disc_wait
12MusicRecord,music_disc_wait
12MusicDisk,music_disc_wait
12MusicDisc,music_disc_wait
12MusicCD,music_disc_wait
CyanMusicRecord,music_disc_wait
CyanMusicDisk,music_disc_wait
CyanMusicDisc,music_disc_wait
CyanMusicCD,music_disc_wait
waitmRecord,music_disc_wait
waitmdisk,music_disc_wait
waitmdisc,music_disc_wait
waitmcd,music_disc_wait
BluemRecord,music_disc_wait
Bluemdisk,music_disc_wait
Bluemdisc,music_disc_wait
Bluemcd,music_disc_wait
12mRecord,music_disc_wait
12mdisk,music_disc_wait
12mdisc,music_disc_wait
12mcd,music_disc_wait
CyanmRecord,music_disc_wait
Cyanmdisk,music_disc_wait
Cyanmdisc,music_disc_wait
Cyanmcd,music_disc_wait
waitRecord,music_disc_wait
waitdisk,music_disc_wait
waitcd,music_disc_wait
BlueRecord,music_disc_wait
Bluedisk,music_disc_wait
Bluedisc,music_disc_wait
Bluecd,music_disc_wait
CyanRecord,music_disc_wait
Cyandisk,music_disc_wait
Cyandisc,music_disc_wait
Cyancd,music_disc_wait
Record12,music_disc_wait
disk12,music_disc_wait
disc12,music_disc_wait
cd12,music_disc_wait
12Record,music_disc_wait
12disk,music_disc_wait
12disc,music_disc_wait
12cd,music_disc_wait
trident,trident
phantommembrane,phantom_membrane
nautilus,nautilus_shell
nautilusshell,nautilus_shell
heartofthesea,heart_of_the_sea
